Titel,Gruppe[Nr],Gruppe[Titel],Gruppe[Oprettet],Gruppe[Rettet],Gruppe[Emner],Gruppe[Filtre],Fritekst
Gruppe_81.08,81.08,"Frikøb af medarbejdere",2000-01-01,,"Emne_81.08.00,Emne_81.08.01,Emne_81.08.02","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.09,81.09,"Hjemmearbejde",1998-01-01,,"Emne_81.09.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.10,81.10,"Arbejdstid",1988-01-01,,"Emne_81.10.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.11,81.11,"Beskyttelse og sikring [udgået]",1988-01-01,,"Emne_81.11.00,Emne_81.11.01,Emne_81.11.02,Emne_81.11.03","",[[Category:NaN_KLE_Data]]
Gruppe_81.12,81.12,"Arbejdskonflikter",1988-01-01,,"Emne_81.12.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.13,81.13,"Tjenesterejser for ansatte",1993-01-01,,"Emne_81.13.00,Emne_81.13.01,Emne_81.13.02,Emne_81.13.03,Emne_81.13.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.14,81.14,"Økonomiske ydelser til folkevalgte",1988-01-01,,"Emne_81.14.00,Emne_81.14.01,Emne_81.14.02,Emne_81.14.10,Emne_81.14.15","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.15,81.15,"Løn",1988-01-01,,"Emne_81.15.00,Emne_81.15.01,Emne_81.15.02,Emne_81.15.03,Emne_81.15.06,Emne_81.15.10,Emne_81.15.15,Emne_81.15.16,Emne_81.15.17,Emne_81.15.18","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.16,81.16,"Personalepleje/-velfærd og personalebegivenheder",1988-01-01,,"Emne_81.16.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.17,81.17,"Tjenestemandslån",1988-01-01,,"Emne_81.17.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.18,81.18,"Lønforskud",1988-01-01,,"Emne_81.18.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.19,81.19,"Personalegoder og naturalydelser",1988-01-01,2009-11-01,"Emne_81.19.00,Emne_81.19.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.20,81.20,"Telefon og datalinjer, godtgørelse [udgået]",1988-01-01,,"Emne_81.20.00","",[[Category:NaN_KLE_Data]]
Gruppe_81.21,81.21,"Særlige ydelser og honorarer (personlige) [udgået]",1988-01-01,,"Emne_81.21.00","",[[Category:NaN_KLE_Data]]
Gruppe_81.22,81.22,"Pension, personale",1988-01-01,2014-11-01,"Emne_81.22.00,Emne_81.22.01,Emne_81.22.05,Emne_81.22.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.23,81.23,"Arbejdsgivernes fællesopkrævning",1988-01-01,,"Emne_81.23.00,Emne_81.23.01,Emne_81.23.02,Emne_81.23.03,Emne_81.23.04,Emne_81.23.05,Emne_81.23.06,Emne_81.23.07,Emne_81.23.08,Emne_81.23.09,Emne_81.23.10","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.25,81.25,"Bibeskæftigelse",1988-01-01,,"Emne_81.25.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.27,81.27,"Ferier og fridage, personale",1988-01-01,2015-02-01,"Emne_81.27.00,Emne_81.27.01,Emne_81.27.02,Emne_81.27.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.28,81.28,"Sygdom og fravær, personale",1988-01-01,2015-02-01,"Emne_81.28.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.29,81.29,"Arbejdsskader/tilskadekomst",1988-01-01,2005-02-01,"Emne_81.29.00,Emne_81.29.01,Emne_81.29.02,Emne_81.29.03","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.30,81.30,"Tjenestefrihed og orlov",1988-01-01,,"Emne_81.30.00,Emne_81.30.01,Emne_81.30.02,Emne_81.30.03,Emne_81.30.04,Emne_81.30.05,Emne_81.30.06,Emne_81.30.10,Emne_81.30.11,Emne_81.30.12,Emne_81.30.15","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.31,81.31,"Personalelegitimation",1988-01-01,,"Emne_81.31.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.32,81.32,"Beklædning, uniformer, påklædning",1988-01-01,,"Emne_81.32.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.34,81.34,"Sundhedsfremmende foranstaltninger for personalet",2005-08-01,,"Emne_81.34.00,Emne_81.34.05,Emne_81.34.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.35,81.35,"Disciplinære foranstaltninger",1988-01-01,,"Emne_81.35.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.36,81.36,"Afsked",1988-01-01,,"Emne_81.36.00,Emne_81.36.01,Emne_81.36.05,Emne_81.36.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.37,81.37,"Retræte-/seniorordninger",1995-01-01,,"Emne_81.37.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.38,81.38,"Samarbejds-/MED-udvalg, tillidsrepræsentanter",1988-01-01,,"Emne_81.38.00,Emne_81.38.01,Emne_81.38.02,Emne_81.38.03,Emne_81.38.04,Emne_81.38.05,Emne_81.38.06,Emne_81.38.07,Emne_81.38.08","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.39,81.39,"Uddannelse af personale og folkevalgte",1988-01-01,2005-08-01,"Emne_81.39.00,Emne_81.39.01,Emne_81.39.02,Emne_81.39.03,Emne_81.39.04,Emne_81.39.06,Emne_81.39.08,Emne_81.39.10,Emne_81.39.15","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.40,81.40,"Social- og sundhedsuddannelse [udgået]",1992-01-01,1984-01-01,"Emne_81.40.00,Emne_81.40.01,Emne_81.40.02,Emne_81.40.03,Emne_81.40.04","",[[Category:NaN_KLE_Data]]
Gruppe_81.41,81.41,"Praktikpladser/-undervisning, ikke-administrative uddannelser [udgået]",1993-01-01,,"Emne_81.41.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.44,81.44,"Kongresser, konferencer, årsmøder, foredragsrækker, arrangementer mv.",1988-01-01,,"Emne_81.44.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.45,81.45,"Seminarer",1996-01-01,,"Emne_81.45.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.50,81.50,"Frivillige i kommunale institutioner",2014-08-01,,"Emne_81.50.00,Emne_81.50.05,Emne_81.50.10,Emne_81.50.15","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.00,82.00,"Kommunens ejendomme og lokaler",1988-01-01,2011-05-01,"Emne_82.00.00,Emne_82.00.03,Emne_82.00.05,Emne_82.00.10,Emne_82.00.11","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.01,82.01,"Køb af areal og ejendom til kommunens eget brug",1988-01-01,,"Emne_82.01.00","KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.02,82.02,"Salg af ejendom",1988-01-01,,"Emne_82.02.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.03,82.03,"Leje af areal, ejendomme og lokaler til eget brug",1988-01-01,2008-05-01,"Emne_82.03.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.04,82.04,"Indretning af arbejdslokaler og arbejdspladser",1988-01-01,,"Emne_82.04.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.05,82.05,"Udsmykning af bygninger og lokaler",1988-01-01,,"Emne_82.05.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.06,82.06,"Nybyggeri",1988-01-01,,"Emne_82.06.00,Emne_82.06.01,Emne_82.06.02,Emne_82.06.03,Emne_82.06.04,Emne_82.06.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.07,82.07,"Vedligeholdelse",1988-01-01,,"Emne_82.07.00,Emne_82.07.01,Emne_82.07.02","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.08,82.08,"Rengøring",1988-01-01,,"Emne_82.08.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.09,82.09,"Energiforhold",1988-01-01,,"Emne_82.09.00,Emne_82.09.01,Emne_82.09.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.10,82.10,"Kantiner",1988-01-01,,"Emne_82.10.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.11,82.11,"Udenomsarealer",1988-01-01,,"Emne_82.11.00,Emne_82.11.01","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.12,82.12,"Installationer",1988-01-01,,"Emne_82.12.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.13,82.13,"Sikring af kommunale ejendomme",1988-01-01,2005-08-01,"Emne_82.13.00,Emne_82.13.05,Emne_82.13.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.14,82.14,"Nøglesystemer",1988-01-01,,"Emne_82.14.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.16,82.16,"Udlån/udleje af lokaler og ejendomme",1988-01-01,,"Emne_82.16.00,Emne_82.16.01,Emne_82.16.02,Emne_82.16.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.18,82.18,"Renovering/sanering",1994-01-01,,"Emne_82.18.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.19,82.19,"Miljømæssige bygningsforbedringer (fx asbest, karlit)",1988-01-01,,"Emne_82.19.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.20,82.20,"Til- og ombygning",1988-01-01,,"Emne_82.20.00,Emne_82.20.01,Emne_82.20.02,Emne_82.20.03,Emne_82.20.04,Emne_82.20.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.21,82.21,"Nedrivning",1988-01-01,,"Emne_82.21.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_82.25,82.25,"Flytninger/lokalefordeling",1992-01-01,,"Emne_82.25.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.00,83.00,"Kommunens driftsmidler og inventar",1988-01-01,2012-08-01,"Emne_83.00.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.01,83.01,"Inventar og udstyr",1988-01-01,,"Emne_83.01.00,Emne_83.01.01,Emne_83.01.02,Emne_83.01.03,Emne_83.01.04","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.02,83.02,"Telefoner, kommunikationsapparater, av-udstyr mv.",1988-01-01,2005-02-01,"Emne_83.02.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.03,83.03,"Kontorartikler",1988-01-01,,"Emne_83.03.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.04,83.04,"Produktionsanlæg",1988-01-01,,"Emne_83.04.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.05,83.05,"Fødevareindkøb",1988-01-01,,"Emne_83.05.00,Emne_83.05.01,Emne_83.05.02,Emne_83.05.03,Emne_83.05.04,Emne_83.05.05,Emne_83.05.06","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.06,83.06,"Beklædning og tekstiler",1988-01-01,,"Emne_83.06.00,Emne_83.06.01,Emne_83.06.02,Emne_83.06.03","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.07,83.07,"Informationsmaterialer og programmel",1988-01-01,,"Emne_83.07.00,Emne_83.07.01,Emne_83.07.02,Emne_83.07.03,Emne_83.07.05,Emne_83.07.10,Emne_83.07.15,Emne_83.07.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.08,83.08,"Vask, indkøb",1988-01-01,,"Emne_83.08.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.09,83.09,"Brændsel, driv- og smøremidler",1988-01-01,,"Emne_83.09.00,Emne_83.09.01,Emne_83.09.02,Emne_83.09.03,Emne_83.09.04,Emne_83.09.05,Emne_83.09.06,Emne_83.09.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.10,83.10,"Materialer til undervisnings- og beskæftigelsesvirksomhed",1988-01-01,,"Emne_83.10.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.11,83.11,"Køretøjer, materiel mv.",1988-01-01,,"Emne_83.11.00,Emne_83.11.01,Emne_83.11.05,Emne_83.11.06","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.12,83.12,"Flydende materiel mv.",1991-01-01,2005-02-01,"Emne_83.12.00,Emne_83.12.01,Emne_83.12.05,Emne_83.12.06","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.13,83.13,"Billeje og -leasing [udgået]",1988-01-01,,"Emne_83.13.00","",[[Category:NaN_KLE_Data]]
Gruppe_83.15,83.15,"Køb af serviceydelser",1988-01-01,,"Emne_83.15.00,Emne_83.15.01,Emne_83.15.02,Emne_83.15.03,Emne_83.15.04,Emne_83.15.05,Emne_83.15.06,Emne_83.15.07,Emne_83.15.08,Emne_83.15.09,Emne_83.15.10,Emne_83.15.11,Emne_83.15.12,Emne_83.15.13,Emne_83.15.15,Emne_83.15.17,Emne_83.15.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,SaerligStoetteDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.16,83.16,"Gaver til kommunen [udgået]",1985-01-01,,"Emne_83.16.00","",[[Category:NaN_KLE_Data]]
Gruppe_83.23,83.23,"Værktøjsmaskiner og håndværktøj",1988-01-01,,"Emne_83.23.00,Emne_83.23.01,Emne_83.23.02,Emne_83.23.03","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.25,83.25,"Skilte- og afmærkningsmateriel",1988-01-01,,"Emne_83.25.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.26,83.26,"Brand- og redningsmateriel",1988-01-01,,"Emne_83.26.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.27,83.27,"El-materiel, el-ledninger",1988-01-01,,"Emne_83.27.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.28,83.28,"Rengøringsmaterialer og -maskiner",1988-01-01,,"Emne_83.28.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.29,83.29,"Materialer til skadedyrsbekæmpelse",1988-01-01,,"Emne_83.29.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.30,83.30,"Køkken- og kantineudstyr",1988-01-01,,"Emne_83.30.00,Emne_83.30.01,Emne_83.30.02","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.31,83.31,"Pumper og pumpeanlæg",1988-01-01,,"Emne_83.31.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.32,83.32,"Sundheds- og sygeplejeartikler",1988-01-01,,"Emne_83.32.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.33,83.33,"Hjælpemidler",1988-01-01,2005-02-01,"Emne_83.33.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.34,83.34,"Kunst",1988-01-01,,"Emne_83.34.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.35,83.35,"Vejmaterialer",1988-01-01,,"Emne_83.35.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.36,83.36,"Elevatorer",1988-01-01,,"Emne_83.36.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.37,83.37,"Rør og fittings",1988-01-01,,"Emne_83.37.00","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_83.38,83.38,"Affalds- og renovationsmaterialer",1996-01-01,,"Emne_83.38.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_84.00,84.00,"Offentlige valg",1988-01-01,,"Emne_84.00.00","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_84.01,84.01,"Folketingsvalg",1988-01-01,2005-02-01,"Emne_84.01.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.02,84.02,"Regionsvalg",2006-02-01,,"Emne_84.02.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.03,84.03,"Kommunale valg",1988-01-01,,"Emne_84.03.00,Emne_84.03.01,Emne_84.03.02,Emne_84.03.03,Emne_84.03.04,Emne_84.03.05,Emne_84.03.06,Emne_84.03.07,Emne_84.03.08,Emne_84.03.09,Emne_84.03.10","",[[Category:NaN_KLE_Data]]
Gruppe_84.04,84.04,"Valg til særlige organer",1988-01-01,,"Emne_84.04.00","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_84.05,84.05,"Menighedsrådsvalg",1988-01-01,,"Emne_84.05.00,Emne_84.05.01,Emne_84.05.02,Emne_84.05.03","",[[Category:NaN_KLE_Data]]
Gruppe_84.06,84.06,"Folkeafstemning",1988-01-01,,"Emne_84.06.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.07,84.07,"Valg til Europa-Parlamentet",1988-01-01,2006-02-01,"Emne_84.07.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.08,84.08,"Valgdistrikter",1988-01-01,,"Emne_84.08.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.09,84.09,"Valgliste [udgået]",1988-01-01,,"Emne_84.09.00","",[[Category:NaN_KLE_Data]]
Gruppe_84.10,84.10,"Valg til skolebestyrelser og ungdomsskolebestyrelser",1995-01-01,2006-02-01,"Emne_84.10.00","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_84.11,84.11,"Valg til forældrebestyrelser",1995-01-01,2006-02-01,"Emne_84.11.00","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_84.12,84.12,"Valg til ældreråd",1997-01-01,2006-02-01,"Emne_84.12.00","",[[Category:NaN_KLE_Data]]
Gruppe_85.00,85.00,"Kommunens administrative systemer",1988-01-01,,"Emne_85.00.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.01,85.01,"Manuelle administrationssystemer [udgået]",1988-01-01,,"Emne_85.01.00","",[[Category:NaN_KLE_Data]]
Gruppe_85.02,85.02,"Grundlaget for den administrative tilrettelæggelse",1988-01-01,,"Emne_85.02.00,Emne_85.02.01,Emne_85.02.02,Emne_85.02.03,Emne_85.02.04,Emne_85.02.05,Emne_85.02.06,Emne_85.02.07,Emne_85.02.09,Emne_85.02.10,Emne_85.02.15,Emne_85.02.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.03,85.03,"Blanketter/blanketsystemer [udgået]",1988-01-01,,"Emne_85.03.00","",[[Category:NaN_KLE_Data]]
Gruppe_85.04,85.04,"Blanketter og formularer",2005-08-01,,"Emne_85.04.00,Emne_85.04.02,Emne_85.04.04,Emne_85.04.06","FolkeskolenDelplan,DagtilbudDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.08,85.08,"Arkivering",2005-08-01,,"Emne_85.08.00,Emne_85.08.02,Emne_85.08.05,Emne_85.08.10,Emne_85.08.15,Emne_85.08.20,Emne_85.08.25","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.10,85.10,"Behandling af personoplysninger",1988-01-01,2010-02-01,"Emne_85.10.00,Emne_85.10.01,Emne_85.10.02,Emne_85.10.03,Emne_85.10.04,Emne_85.10.05,Emne_85.10.06,Emne_85.10.07,Emne_85.10.09,Emne_85.10.10,Emne_85.10.11,Emne_85.10.15,Emne_85.10.16,Emne_85.10.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.11,85.11,"Etablering og udvikling af IT-systemer",1988-01-01,2013-11-01,"Emne_85.11.00,Emne_85.11.01,Emne_85.11.02,Emne_85.11.04,Emne_85.11.06,Emne_85.11.08,Emne_85.11.10,Emne_85.11.20","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.13,85.13,"Grundlaget for digitalisering",2013-08-01,,"Emne_85.13.00,Emne_85.13.05","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_85.15,85.15,"Drift af systemer og systemanvendelse",1988-01-01,,"Emne_85.15.00,Emne_85.15.01,Emne_85.15.02,Emne_85.15.03,Emne_85.15.04,Emne_85.15.07,Emne_85.15.08,Emne_85.15.10,Emne_85.15.15,Emne_85.15.20,Emne_85.15.70","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
