Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_03.10.20,03.10.20,"Boligorganisationers bestyrelse",2010-02-01,,B,P1800D,"","Almenboligloven_A20130102329_P33","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til sager, hvor kommunalbestyrelsen udpeger en kommunal repr&#230;sentant i en boligforening.</li>
								<li>Der er ikke tale om en valghandling, hvorfor sagen journaliseres med handlingsfacetten A30.</li>
								<li>Drejer sagen sig derimod om hvem der er valgt til boligforeningens bestyrelse, bruges i stedet facet A08.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.10.24,03.10.24,"Boligorganisationers virksomhed styringsdialog",2010-02-01,,B,P1800D,"","Almenboligloven_A20130102329_P164","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til sager om styringsdialog, der er den regelm&#230;ssige dialog, som kommunen er forpligtiget til at f&#248;re med boligorganisationerne.</li>
								<li>Der afholdes dialogm&#248;de hvert &#229;r p&#229; grundlag af indsendt dokumentation vedr&#248;rende m&#229;l og resultater.</li>
								<li>P&#229; baggrund af styringsdialogen udarbejder kommunen en redeg&#248;relse, der offentligg&#248;res p&#229; kommunens hjemmeside.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.11.00,03.11.00,"Økonomisk tilsyn med almene boliger i almindelighed",1999-01-01,2010-02-01,B,P1800D,"","BEK om drift af almene boliger m.v._B20130154005_P108","",[[Category:NaN_KLE_Data]]
Emne_03.11.01,03.11.01,"Budget for almene boliger",1999-01-01,2011-05-01,B,P1800D,"","BEK om drift af almene boliger m.v._B20130154005_Kap15","",[[Category:NaN_KLE_Data]]
Emne_03.11.02,03.11.02,"Regnskab for almene boliger",1999-01-01,,B,P1800D,"","Almenboligloven_A20130102329_P23,BEK om drift af almene boliger m.v._B20130154005_P70,BEK om drift af almene boliger m.v._B20130154005_P111","",[[Category:NaN_KLE_Data]]
Emne_03.11.03,03.11.03,"Lejegodkendelse i almene boliger",1999-01-01,2013-05-01,B,P1800D,"","Almenboligloven_A20130102329_Kap3,BEK om drift af almene boliger m.v._B20130154005_Kap17","",[[Category:NaN_KLE_Data]]
Emne_03.11.04,03.11.04,"Årsberetning for almene boliger",1999-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_03.11.05,03.11.05,"Vedligeholdelsesplan for almene boliger",1999-01-01,2013-05-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_03.11.06,03.11.06,"Tilstandsrapport for almene boliger",1999-01-01,2013-05-01,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_03.11.07,03.11.07,"2%’s begrænsning ved almene boliger udgået",1999-01-01,,B,,"","","",[[Category:NaN_KLE_Data]]
Emne_03.11.08,03.11.08,"Garanti driftsstøtte lån - almene boliger",1999-01-01,2013-05-01,B,P1800D,"","Almenboligloven_A20130102329_P97-98","",[[Category:NaN_KLE_Data]]
Emne_03.12.00,03.12.00,"Leje af almene boliger i almindelighed",1999-01-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_03.12.01,03.12.01,"Lejeaftalen",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P5-8","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Skriftlige lejeaftaler af almene boliger.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.02,03.12.02,"Lejefastsættelse og lejeregulering",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P9-13","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>lejefasts&#230;ttelse og lejeregulering ifm. leje almene boliger.</li>
								<li>Sager i forbindelse med dette emne vil ofte skulle kombineres med facet S55.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.03,03.12.03,"Lejerens indflytning",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P14-16","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Indflytningsrapporter</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.04,03.12.04,"Mangler ved boligen",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P17-23","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Mangler ved boligen.</li>
								<li>Erstaning og/eller nedslag i lejen, s&#229;frem det lejede senere lider skade som f&#248;lge af udlejerens fors&#248;mmelse eller brugen af det lejede er i strid med lovgivning eller andre offentlige forskrifter.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.05,03.12.05,"Vedligeholdelse og istandsættelse",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P24-31","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>vedligeholdelse og istands&#230;ttelse af ejendommen og det lejede</li>
								<li>udarbejdelse af et vedligeholdelsesreglement</li>
								<li>fastl&#230;ggelse af bestemmelser om istands&#230;ttelse ved fraflytning</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.06,03.12.06,"Udlejerens adgang til det lejede",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P32-34","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>udlejerens adgang til det lejede, herunder med hvilket varsel arbejder kan iv&#230;rks&#230;ttes</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.07,03.12.07,"Lejerens ret til at foretage installationer i og forbedringer af det lejede",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P35-42","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>lejers ret til at foretage installationer i og forbedringer af det lejede</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.08,03.12.08,"Betaling af leje mv.",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P43-51","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>betaling af leje</li>
								<li>beboerindskud og depositum</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.09,03.12.09,"Betaling for varme og vand mv.",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P52-61","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>betaling for varme og vand mv.</li>
								<li>forbrugsregnskab</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.10,03.12.10,"Lejerens betaling til fællesantenner mv.",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P62-63","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>lejerens betaling til f&#230;llesantenner</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.11,03.12.11,"Brugsrettens overgang til andre",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P64-77","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>lejerens ret og muligheder for at fremleje boligen</li>
								<li>bytte af boliger</li>
								<li>forts&#230;ttelse af lejem&#229;let ved &#230;gtef&#230;lles d&#248;dsfald, separation og skilsmisse eller oph&#248;r af samliv</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.12,03.12.12,"Lejerens brug af det lejede",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P78-83","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Lejerens brug af det lejede</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.13,03.12.13,"Opsigelse af almene boliger",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P84-89","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker bl.a. sager om bestemmelser for opsigelse af lejem&#229;let fra b&#229;de lejers og udlejers side, herunder opsigelsesvarsler.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.14,03.12.14,"Udlejerens ret til at hæve lejeaftalen",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P90-92","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>udlejerens oph&#230;velse af lejeaftalen</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.15,03.12.15,"Lejerens fraflytning",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P93-95","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>gennemf&#248;rsel af syn ded fraflytningen</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.17,03.12.17,"Tvister om beslutninger ",2002-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P101","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker beboerklagen&#230;vnets sager, vedr&#248;rende tvister om lovligheden af beslutninger truffet af de beboerdemokratiske organer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.18,03.12.18,"Tvister om anvisning af almene familieboliger",2002-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P101","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker beboerklagen&#230;vnets sager, vedr&#248;rende tvister om anvisning af almene familieboliger.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.12.20,03.12.20,"Beboerklagenævnets oprettelse og funktion mv.",1999-01-01,2005-02-01,K,P1800D,"","Almenlejeloven_A20100096129_P102-108,Almenlejeloven_A20100096129_P96-100","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om beboerklagen&#230;vn. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Oprettelse og organisering af n&#230;vnet</li>
								<li>Udpegning af medlemmer</li>
								<li>Beskikkelse af formand</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.14.00,03.14.00,"Støttede private ungdomsboliger i almindelighed",2005-08-01,,K,P1800D,"","Ungdomsboligloven_A20020108930","",[[Category:NaN_KLE_Data]]
Emne_03.14.02,03.14.02,"Byggeriets påbegyndelse og afslutning - private ungdomsboliger",2005-08-01,2013-05-01,K,P1800D,"","Ungdomsboligloven_A20020108930_P21-22","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er bl.a. til sager om kommunens godkendelse af at projektet, som der s&#248;ges tilskud til, vil kunne godkendes i henhold til byggelovgivningen og planlovgivningen.</li>
								<li>Emnet er ligeledes til sager om kommunens tilsyn med byggeriet indtil byggeriets ibrugtagning.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.14.04,03.14.04,"Godkendelse af færdigt byggeri - private ungdomsboliger",2005-08-01,2013-05-01,K,P1800D,"","Ungdomsboligloven_A20020108930_P22","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Kommunalbestyrelsens tilsyn med byggeriet indtil byggeriets ibrugtagning.</li>
								<li>Kommunalbestyrelsens godkendelse af det f&#230;rdige byggeri, herunder at byggeriet er etableret i overensstemmelse med det i st&#248;ttetilsagnet angivne.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.14.06,03.14.06,"Driftsfasen - private ungdomsboliger",2005-08-01,2013-05-01,K,P1800D,"","Ungdomsboligloven_A20020108930_P23","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet er bl.a. til sager ifm. driften af st&#248;ttede private ungdomsboliger. Efter boligernes ibrugtagning p&#229;ser kommunalbestyrelsen:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>at udlejeren til stadighed har en aftale om f&#230;lles anvisning af boligerne</li>
								<li>at boligerne udlejes til og til stadighed bebos af den berettigede personkreds</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.15.00,03.15.00,"Forbedringsarbejder mv. i helårsboliger og fritidsboliger i almindelighed udgået",1992-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_03.16.00,03.16.00,"Energibesparende foranstaltninger i pensionisters boliger i almindelighed",1994-01-01,,K,P1800D,"","Lov om ændring af lov om statstilskud til energibesparende foranstaltninger i pensionisters boliger og lov om statstilskud til omstilling af ældre boliger til kraftvarme (Tilskudsudbetaling arbejdets_A19980012830","",[[Category:NaN_KLE_Data]]
Emne_03.17.00,03.17.00,"Statstilskud til omstilling af ældre boliger til kraftvarme i almindelighed",1995-01-01,,K,P1800D,"","Lov om ændring af lov om statstilskud til energibesparende foranstaltninger i pensionisters boliger og lov om statstilskud til omstilling af ældre boliger til kraftvarme (Tilskudsudbetaling arbejdets_A19980012830,BEK om statstilskud til omstilling af ældre boliger til kraftvarme_B19980053405","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om statstilskud til omstilling af &#230;ldre boliger til kraftvarme, bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>afg&#248;relse af hvorvidt et arbejde er tilskudsberettiget</li>
								<li>planl&#230;gning for tidsf&#248;lgen af omstillingen og anvendelsen af tilskudsmidler</li>
								<li>afg&#248;relse om udbetaling af tilskud samt indberetning af indkomne ans&#248;gninger</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.18.00,03.18.00,"Statstilskud til omstilling af elopvarmede bygninger i almindelighed",1997-01-01,,K,P1800D,"","Lov om statstilskud til omstilling af elopvarmede bygninger_A19950040730,BEK om statstilskud til omstilling af elopvarmede bygninger_B19950118905","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Lov om statstilskud til omstilling af elopvarmede bygninger</li>
								<li>Bek. om statstilskud til omstilling af elopvarmede bygninger</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">I henhold til loven kan der s&#248;ges om statstilskud til omstilling af elopvarmede bygninger. Dette g&#230;lder ogs&#229; kommunale bygninger. S&#229;fremt kommunen s&#248;ger et s&#229;dant tilskud, skal det journaliseres under gruppe 82.09. Emne 03.18.00 d&#230;kker s&#229;ledes private bygninger. Kommunen har ingen direkte opgaver i forbindelse med loven, men skal dels udlevere de skemaer, der h&#248;rer til ordningen, dels bekr&#230;fte forskellige forhold vedr. de bygninger, der s&#248;ges tilskud til. Det vil derfor mest v&#230;re informativt materiale, der henl&#230;gges p&#229; emnet.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.20.00,03.20.00,"Fremme af privat udlejningsbyggeri i almindelighed udgået",2006-08-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_03.22.00,03.22.00,"Friplejeboliger i almindelighed",2007-08-01,,K,P1800D,"","Friplejeboligloven_A20110089729_P13,Friplejeboligloven_A20110089729_P89,BEK om etablering af friplejeboliger_B20100139605","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om friplejeboliger. Fx sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>kommunens godkendelse af anskaffelsessum med henblik p&#229; ydelsesst&#248;tte til etablering af friplejeboliger efter kvote A</li>
								<li>omdannelse til friplejebolig (kvote B)</li>
								<li>tilsyn med boligernes etablering, drift og &#248;konomi - tilf&#248;jes facet K09</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Sager om den borgerrettede hj&#230;lp og st&#248;tte journaliseres i hovedgruppe 27.</li>
								<li>Sager om kompensation for for&#248;get nettoudgift i forbindelse med omdannelse til friplejebolig journaliseres i 32.06.00 'Boligst&#248;tte i almindelighed'.</li>
								<li>Sager om d&#230;kning af beboerindskud i forbindelse med omdannelse til friplejebolig journaliseres i 32.06.16 'Beboerindskud'.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.25.00,03.25.00,"Boligplacering af flygtninge i almindelighed",1999-01-01,,B,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_03.25.01,03.25.01,"Landstal",1999-01-01,,B,P1800D,"","Integrationsloven_A20140109429_P6","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker integrationslovens &#167; 6. Hvert &#229;r udsender Udl&#230;ndingestyrelsen oplysning om det antal flygtninge, som der p&#229;regnes opholdstilladelse til i hvert af de kommende 3 &#229;r (landstallet).</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.25.03,03.25.03,"Aftalte regionskvoter",1999-01-01,2008-02-01,B,P1800D,"","Integrationsloven_A20140109429_P7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">I henhold til integrationslovens &#167; 7 skal kommunerne i hver region s&#248;ge at aftale boligplaceringen inden for regionerne i hvert af de kommende tre &#229;r. Tallene skal meddeles Udl&#230;ndingestyrelsen inden en i loven fastsat dato. Er dette ikke sket, fasts&#230;tter styrelsen antallet. &#198;ndres landstallet for det indev&#230;rende kalender&#229;r, &#230;ndres kvoten efterf&#248;lgende enten af kommunerne eller styrelsen.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_03.25.04,03.25.04,"Fastsatte regionskvoter",1999-01-01,2008-02-01,B,P1800D,"","Integrationsloven_A20140109429_P7","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">I henhold til integrationslovens &#167; 7 skal kommunerne i hver region s&#248;ge at aftale boligplaceringen inden for regionerne i hvert af de kommende tre &#229;r. Tallene skal meddeles Udl&#230;ndingestyrelsen inden en i loven fastsat dato. Er dette ikke sket, fasts&#230;tter styrelsen antallet. &#198;ndres landstallet for det indev&#230;rende kalender&#229;r, &#230;ndres kvoten efterf&#248;lgende enten af kommunerne eller styrelsen.</p>
					
				",[[Category:NaN_KLE_Data]]
